marca,modelo,cod_fipe,novo_a,novo_g,med18a,med18g,med17a,med17g,med16a,med16g,med15a,med15g,med14a,med14g,med13a,med13g,med12a,med12g,med11a,med11g,med10a,med10g,med09a,med09g,med08a,med08g,med07a,med07g,med06a,med06g,med05a,med05g,med04a,med04g,med03a,med03g,med02a,med02g,med01a,med01g,med00a,med00g,med99a,med99g,med98a,med98g,med97a,med97g,med96a,med96g,med95a,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Audi,A4 2.4 30V Avant Tip./Multitronic,008021-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31760,,29235,,27057,,22763,,21859,,21088,,,,,,,,,,,,,,,,,00005
Audi,A4 2.4 30V Mec,008018-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22079,,20759,,18492,,17457,,,,,,,,,,,,,,,,,00005
Audi,A4 2.4 30V Tip./Multitronic,008019-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37833,,31652,,26353,,22339,,20749,,18690,,18005,,,,,,,,,,,,,,,,,00005
Audi,A4 2.4 Avant V6 30V Quattro Mec,008081-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27271,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.4 Avant V6 30V Quattro Tiptronic,008082-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27320,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.4 V6 30V Quattro Mec,008083-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27043,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.4 V6 30V Quattro Tiptronic,008084-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28832,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.8,008011-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16890,,16005,,15511,,,,,,,,,,,00005
Audi,A4 2.8 30V  Tiptronic/ Aut.,008023-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26482,,25159,,21678,,19223,,18072,,,,,,,,,,,,,,,00005
Audi,A4 2.8 30V Mec,008022-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24087,,22443,,20458,,18206,,17400,,,,,,,,,,,,,,,00005
Audi,A4 2.8 Avant V6 12V,008036-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17645,,16817,,16195,,,,,,,,,,,00005
Audi,A4 2.8 Avant V6 30V Mec.,008037-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25562,,24796,,21486,,18912,,18066,,,,,,,,,,,,,,,00005
Audi,A4 2.8 Avant V6 30V Quattro Mec.,008087-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27085,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.8 Avant V6 30V Quattro Tiptronic,008088-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34204,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.8 Avant V6 30V Tiptronic,008055-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28221,,27272,,24662,,19714,,18323,,,,,,,,,,,,,,,00005
Audi,A4 2.8 V6 30V  Quattro Tiptronic,008085-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30350,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 2.8 V6 30V Quattro Mec,008086-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24475,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.0 30V 218cv Multitronic 4p,008102-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,49668,,40910,,36567,,33069,,27194,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,008109-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41408,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.0 Avant 30V 218cv Multitronic 5p,008107-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,54526,,52050,,42581,,36122,,29981,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.0 Avant 30V 218cv Quattro Tiptronic,008110-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55644,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.0 Cabriolet 30V 218cv Multitronic,008108-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96477,,75269,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.2 FSI 24V 255cv Multitronic,008123-0,,,,,,,,,,,,,,,,,,,,,,,,65097,,61067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,A4 3.2 FSI 24V 269cv Quattro Tiptronic,008130-2,,,,,,,,,,,,,,,,102052,,88093,,74859,,66423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.2 FSI Avant 24V 255cv Multitronic,008124-8,,,,,,,,,,,,,,,,,,,,,,,,69066,,64892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.2 FSI Avant 24V Quattro S Tronic,008135-3,,,,,,,,,,,,,,,,112568,,104379,,90605,,74902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 3.2 FSI Cabriolet 24V 255cv Multitron,008125-6,,,,,,,,,,,,,,,,,,,,,,,,,,96709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 Ambiente 2.0 TFSI 190cv S tronic,008209-0,,183644,,,,167199,,156952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 Ambition 2.0 TFSI Quattro S tronic,008212-0,,247335,,,,222675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 Attraction 2.0 TFSI 190cv S tronic,008208-2,,159626,,,,135972,,128053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A4 Launch Edition 2.0 TFSI 190cv S troni,008207-4,,184546,,,,168265,,160350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A5 3.2 FSI 24V 269cv Multitronic,008131-0,,,,,,,,,,,,,,,,,,,,,,75879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,008139-6,,,,,,,,,,,,,,,,,,108586,,94805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,A5 Cabriolet 2.0 TFSI Quattro Stronic,008165-5,,263497,,,,,,200561,,187209,,167012,,149020,,143058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,A5 Coupê 2.0 TFSI Quattro Stronic,008164-7,,236308,,,,,,182594,,155851,,139327,,134415,,130448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,A5 Sportb. 2.0 16V TFSI Quat. S-tronic,008169-8,,231629,,,,,,182591,,137436,,118167,,109900,,105258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A5 Sportback 1.8 TFSI 170cv Multi.,008197-3,,160994,,,,137995,,133325,,114341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A5 Sportback 2.0 16V TFSI 180cv Multi.,008161-2,,,,,,,,,,,,108187,,97678,,91688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A5 Sportback 2.0 16V TFSI 211cv Multi.,008145-0,,,,,,,,,,,,,,,,,,86582,,83035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.0 TFSI 252cv S tronic 4p,008200-7,,258117,,,,,,208051,,183485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 30V Mec,008024-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27922,,25142,,23233,,20636,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 30V Tip./Multitronic,008025-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49027,,37778,,30568,,27726,,24855,,20814,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 Avant 30V Mec.,008051-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35090,,31217,,28124,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 Avant 30V Tip./ Multitronic,008052-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43090,,40908,,35705,,34483,,32991,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 Avant V6 30V Quattro Mec.,008091-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36330,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 Avant V6 30V Quattro Tiptronic,008092-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39332,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 V6 30V Quattro Mec,008089-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32040,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.4 V6 30V Quattro Tiptronic,008090-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34480,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.7 30V Avant Tiptronic,008059-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51424,,48136,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.7 30V Mec.,008058-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34326,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.7 Avant Quattro Tiptronic,008068-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55551,,51839,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.7 Quattro Tiptronic,008067-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47335,,45791,,34954,,33466,,31233,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.8,008012-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17117,,15551,,14719,,,,,,,,,,,00005
Audi,A6 2.8 30V Mec,008026-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32028,,30581,,28171,,21937,,16800,,,,,,,,,,,,,,,00005
Audi,A6 2.8 30V Tiptronic,008027-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33108,,31444,,29898,,22412,,20072,,,,,,,,,,,,,,,00005
Audi,A6 2.8 Avant,008013-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17617,,16976,,15196,,,,,,,,,,,00005
Audi,A6 2.8 Avant 30V Mec,008053-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33850,,32130,,28617,,24001,,21431,,,,,,,,,,,,,,,00005
Audi,A6 2.8 Avant 30V Tiptronic,008054-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37562,,35177,,31493,,27733,,,,,,,,,,,,,,,,,00005
Audi,A6 2.8 Avant V6 30V Quattro Mec,008095-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42294,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.8 Avant V6 30V Quattro Tiptronic,008096-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43184,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.8 V6 30V Quattro Mec,008093-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37719,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 2.8 V6 30V Quattro Tiptronic,008094-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43358,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 Avant V6 30V 218cv Multitronic 5p,008105-1,,,,,,,,,,,,,,,,,,,,,,,,,,95122,,62145,,,,,,38520,,35211,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,008150-7,,,,,,,,,,,,,,,,206736,,188764,,138439,,133243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p,008179-5,,,,,,,,,,,,227891,,221111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 TB FSI V6 Quattro Tiptronic,008136-1,,,,,,,,,,,,,,,,158254,,112506,,100893,,94326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 TFSI V6 Quattro S tronic 4p,008178-7,,356798,,,,,,317945,,244241,,208531,,171502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.0 V6 30V 218cv Multitronic 4p,008103-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,55348,,50885,,49254,,33721,,29765,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 3.2 FSI 24V 255cv Multitronic,008128-0,,,,,,,,,,,,,,,,,,,,,,,,83065,,80512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 4.2 Avant Quattro Tiptronic,008061-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,88774,,,,,,,,,,41763,,40035,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 4.2 Quattro Tiptronic,008060-8,,,,,,,,,,,,,,,,,,,,,,,,145603,,,,88468,,61991,,,,,,38143,,35360,,28560,,,,,,,,,,,,,,,,,,,,,00005
Audi,A6 Allroad 3.0 TFSI V6 Quattro S tronic,008180-9,,396286,,,,,,317450,,295148,,239969,,210500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A7 Sportback 2.0 TFSI S Tronic,008206-6,,331272,,,,,,280111,,259964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A7 Sportback 3.0 TFSI Quattro S Tronic,008154-0,,394106,,,,,,313832,,273331,,220111,,193455,,169227,,140593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 3.0 TFSI 310cv Quattro Tiptronic 4p,008199-0,,522176,,,,,,455570,,366777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 4.0 TFSI Quattro Tiptronic,008187-6,,606620,,,,,,522683,,448216,,,,420154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,A8 4.2 Quattro Tiptronic,008062-4,,,,,,,,,,,,,,422145,,328965,,216996,,,,,,198654,,183665,,155224,,145865,,139685,,87078,,68257,,43280,,41912,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 4.2 V8 32V Tiptronic,008014-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55460,,51961,,40662,,32487,,29305,,24810,19739,,,,,,,,,,00005
Audi,A8 6.0 W12 48V 450cv Quattro Tiptronic,008115-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,237250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,A8 6.3 W12 48V Quattro Tiptronic,008156-6,,844962,,,,,,735671,,642520,,543458,,518035,,494300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Allroad 2.7 30V Quattro Turbo Tiptronic,008079-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51654,,49350,,36739,,35589,,34179,,,,,,,,,,,,,,,,,,,,,,,00006
Audi,Avant RS2,008015-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76909,,,,,,,,,,,00005
Audi,Q3 1.4 TFSI 150cv S-tronic 5p,008201-5,,152492,,,,138994,,121297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,008159-0,,169910,,,,,,139279,,118382,,102864,,91770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,008160-4,,204266,,,,,,139990,,114696,,102112,,92039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 2.0 16V TFSI 225cv Quattro Tiptronic,008186-8,,230300,,,,,,184746,,169238,,151485,,138067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 2.0 16V TFSI Quattro S Tronic,008134-5,,,,,,,,,,,,,,131614,,101837,,89031,,80970,,74656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 3.0 V6 TFSI 272cv Quattro Tiptronic,008182-5,,301105,,,,,,250350,,214523,,178401,,161713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q5 3.2 FSI V6 Quattro S Tronic,008137-0,,,,,,,,,,,,,,,,148952,,114810,,102202,,96730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,Q7 3.0 V6 TFSI 333cv Quattro Tip. 5p,008152-3,,402029,,,,,,368666,,252860,,205997,,183517,,151234,,130626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Audi,Q7 3.6 V6 284cv Quattro Tiptronic,008129-9,,,,,,,,,,,,,,,,,,,,106274,,101188,,98148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05-07
Audi,Q7 4.2 V8 40V 350cv Quattro Tiptronic,008122-1,,,,,,,,,,,,,,,,,,,,126093,,121519,,100770,,79367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00007
Audi,R8 4.2 V8 426cv QUATTRO R-tronic,008147-7,,,,,,,,,,,,,,,,439185,,421014,,389119,,341945,,312145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,R8 5.2 V10 QUATTRO R-tronic/S-tronic,008146-9,,1158975,,,,1023679,,,,693586,,658331,,,,601866,,470000,,454850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,R8 GT 5.2 V10 560cv QUATTRO R-tronic,008158-2,,,,,,,,,,,,,,,,812903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,R8 Spyder 5.2 QUATTRO R-tronic/S-tronic,008155-8,,,,,,,,814616,,705898,,682944,,634762,,603255,,503174,,470312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,008193-0,,327514,,,,272361,,248490,,198641,,176306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS3 Sportback 2.5 TFSI Quattro S-tronic,008157-4,,289083,,,,,,260289,,,,,,219902,,158727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,008100-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96896,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS4 4.2 Avant 32V FSI Quattro S-tronic ,008183-3,,,,,,,,,,332335,,319428,,298437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,008151-5,,,,,,,,,,360908,,328945,,319020,,268532,,186533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 4.0 Avant FSI BI-TB Quattro Tip. 5p,008189-2,,654019,,,,548997,,502124,,430768,,397926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,008112-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100998,,91220,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,008111-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102415,,99113,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,008149-3,,,,,,,,,,,,,,,,,,418539,,404898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,008148-5,,,,,,,,,,,,,,,,,,402131,,334105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,RS7 Sportback 4.0 TFSI Quattro Tiptronic,008194-9,,715893,,,,629905,,545674,,493712,,432611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,008191-4,,363810,,,,303575,,281106,,230347,,211372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S3 1.8 225cv Turbo Quattro,008066-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44286,,42356,,40681,,38294,,28394,,,,,,,,,,,,,,,,,,,00005
Audi,S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,008196-5,,238361,,,,,,191545,,163884,,158892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S3 Sportback 2.0 TFSI Quattro S Tronic,008140-0,,225005,,,,,,186147,,154819,,147937,,,,109129,,101143,,92004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 2.7 Avant Turbo Quattro,008069-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49872,,47077,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 2.7 Turbo Quattro Mec.,008063-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49741,,45775,,33459,,,,,,,,,,,,,,,,,,,00005
Audi,S4 3.0 Avant TFSI V6 24V Quattro Stronic,008163-9,,,,,,,,,,,,259812,,251615,,243559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 3.0 TFSI V6 24V Quattro Stronic,008162-0,,,,,,,,,,,,233620,,225485,,218322,,175729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,008114-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132451,,122955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S4 4.2 V8 40V 344cv Quattro Tiptronic,008113-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116929,,107477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S5 Cabriolet 3.0 TFSI Quattro Stronic,008168-0,,,,,,,,,,,,,,279692,,268448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,S5 Coupê 3.0 TFSI Quattro Stronic,008167-1,,,,,,,,,,,,,,276915,,213748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Audi,S5 Sportback 3.0 TFSI Quattro Stronic,008166-3,,,,,,,,,,288086,,273243,,234507,,211970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 2.2 20V TB,008038-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20007,,17521,,16863,15939,,,,,,,,,,00005
Audi,S6 2.2 Avant 20V TB,008078-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22619,,20014,,18674,,,,,,,,,,,00005
Audi,S6 4.0 TFSI Quattro S-Tronic 4p,008202-3,,473172,,,,,,401592,,359493,,277488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 4.2 Avant V8 40V Quattro Tiptronic,008097-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62085,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 4.2 V8 40V Quattro Mec,008099-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52215,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 4.2 V8 40V Quattro Tiptronic,008098-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88162,,72139,,57425,,55669,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 5.2 Avant FSI V10 435cv QUATTRO Tiptr,008144-2,,,,,,,,,,,,,,,,,,219678,,210894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 5.2 FSI V10 435cv QUATTRO Tiptronic,008143-4,,,,,,,,,,,,,,,,,,217826,,209144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S6 Plus 4.2 Avant V8 32V,008016-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35546,,34477,,,,,,,,,,,,,,,00005
Audi,S6 Plus 4.2 V8 32V,008039-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32757,,27577,,20935,,,,,,,,,,,,,00005
Audi,S7 4.0 TFSI 420/450cv Quattro S-tronic,008188-4,,518688,,,,,,453319,,418710,,332728,,300482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S8 4.0 TFSI 520cv Quattro Tiptronic 4p,008198-1,,717096,,,,,,642959,,560575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Audi,S8 4.2 Mec,008028-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44231,,38181,,34751,,,,,,,,,,,,,00005
